access.log
[2012-08-14 17:47:55] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /gantt/css/style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /jquery/jquery-latest.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /jquery/jquery.tablesorter.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /jquery/priority_sort.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /jquery/ajaxPost.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /gantt/js/jquery.fn.gantt.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /jquery/table_hover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /bugzilla_product.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /bootstrap-tooltip.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /bootstrap-popover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /gantt/js/jquery.fn.gantt.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /bugzilla_product.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /bootstrap-tooltip.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /bootstrap-popover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /bugzilla.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /sort_style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /gantt/css/style.css HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /jquery/jquery-latest.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /jquery/jquery.tablesorter.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /jquery/priority_sort.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /jquery/table_hover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /jquery/ajaxPost.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /gantt/js/jquery.fn.gantt.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /bugzilla_product.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /bootstrap-tooltip.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /bootstrap-popover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /gantt/js/jquery.fn.gantt.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /bugzilla_product.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /bootstrap-tooltip.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:07] [127.0.0.1] [slider-tom] [GET /bootstrap-popover.js HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:32] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:32] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:32] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:33] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:33] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:33] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:33] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:33] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:33] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:45] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:46] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:46] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:45:52] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:08] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:08] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:08] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:08] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:08] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:08] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:08] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:08] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:08] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:20] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:21] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:21] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:21] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:21] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:21] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:22] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:22] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:22] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:22] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:22] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:22] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:22] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:22] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:46:22] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:01] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:01] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:01] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:01] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:01] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:01] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:10] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:10] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:10] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:11] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:11] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:11] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:11] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:11] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:11] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:12] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:12] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:12] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:12] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:12] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:12] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:12] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:12] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:12] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:22] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:22] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:22] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:23] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:23] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:23] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:23] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:23] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:23] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:34] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:34] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:34] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:35] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:35] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:35] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:35] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:35] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:35] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:42] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:42] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:42] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:54] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:54] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:54] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:54] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:54] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:54] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:55] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:55] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:47:55] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:48:27] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:48:27] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:48:27] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:48:32] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:48:32] [127.0.0.1] [slider-tom] [GET /res/favicon.ico HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
[2012-08-14 18:48:32] [127.0.0.1] [slider-tom] [GET / HTTP/1.1] [Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1]
